"filename", "language", "PHP", "Markdown", "JSON", "XML", "JavaScript", "CSS", "SCSS", "Less", "Ruby", "comment", "blank", "total"
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\favicon\manifest.json", "JSON", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 41
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\img\error-404-monochrome.svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\all.min.js", "JavaScript", 0, 0, 0, 0, 433, 0, 0, 0, 0, 4, 61, 498
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\bootstrap.bundle.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 7
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\carrito.js", "JavaScript", 0, 0, 0, 0, 163, 0, 0, 0, 0, 3, 11, 177
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\ckeditor.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 7
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\clientes.js", "JavaScript", 0, 0, 0, 0, 216, 0, 0, 0, 0, 18, 18, 252
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\datatables-simple-demo.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 2, 10
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\es-ES.js", "JavaScript", 0, 0, 0, 0, 242, 0, 0, 0, 0, 0, 1, 243
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\jquery-3.6.0.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\jquery-migrate-1.2.1.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\login.js", "JavaScript", 0, 0, 0, 0, 135, 0, 0, 0, 0, 5, 14, 154
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\modulos\categorias.js", "JavaScript", 0, 0, 0, 0, 115, 0, 0, 0, 0, 3, 6, 124
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\modulos\contactos.js", "JavaScript", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 2, 56
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\modulos\detail.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\modulos\listaDeseo.js", "JavaScript", 0, 0, 0, 0, 67, 0, 0, 0, 0, 1, 5, 73
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\modulos\login.js", "JavaScript", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 2, 43
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\modulos\pedidos.js", "JavaScript", 0, 0, 0, 0, 122, 0, 0, 0, 0, 1, 10, 133
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\modulos\productos.js", "JavaScript", 0, 0, 0, 0, 109, 0, 0, 0, 0, 1, 6, 116
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\modulos\usuarios.js", "JavaScript", 0, 0, 0, 0, 115, 0, 0, 0, 0, 3, 6, 124
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\scripts.js", "JavaScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 13, 4, 27
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\sweetalert2.all.min.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\assets\js\templatemo.js", "JavaScript", 0, 0, 0, 0, 41, 0, 0, 0, 0, 11, 6, 58
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\composer.json", "JSON", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\composer.lock", "JSON", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 1, 100
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\index.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\autoload.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 26
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\composer\ClassLoader.php", "PHP", 284, 0, 0, 0, 0, 0, 0, 0, 0, 243, 59, 586
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\composer\InstalledVersions.php", "PHP", 174, 0, 0, 0, 0, 0, 0, 0, 0, 131, 48, 353
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\composer\autoload_classmap.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 11
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\composer\autoload_namespaces.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 10
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\composer\autoload_psr4.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 11
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\composer\autoload_real.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 39
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\composer\autoload_static.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 37
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\composer\installed.json", "JSON", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 1, 90
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\composer\installed.php", "PHP", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\composer\platform_check.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 27
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\README.md", "Markdown", 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 64, 231
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\SECURITY.md", "Markdown", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 19, 38
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\composer.json", "JSON", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 1, 79
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\get_oauth_token.php", "PHP", 117, 0, 0, 0, 0, 0, 0, 0, 0, 48, 18, 183
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-af.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 27
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-ar.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-az.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-ba.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-be.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-bg.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-ca.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-cs.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-da.php", "PHP", 26, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 36
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-de.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-el.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 34
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-eo.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 27
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-es.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 32
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-et.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-fa.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-fi.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-fo.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-fr.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 39
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-gl.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-he.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-hi.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 36
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-hr.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-hu.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-hy.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-id.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 32
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-it.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-ja.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 30
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-ka.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-ko.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-lt.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-lv.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-mg.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-mn.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-ms.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-nb.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 27
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-nl.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 35
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-pl.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 27
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-pt.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-pt_br.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 39
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-ro.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 34
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-ru.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-sk.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 31
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-sl.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 37
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-sr.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-sr_latn.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-sv.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-tl.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-tr.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 32
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-uk.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-vi.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-zh.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 30
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-zh_cn.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 30
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\src\DSNConfigurator.php", "PHP", 138, 0, 0, 0, 0, 0, 0, 0, 0, 80, 30, 248
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\src\Exception.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 28, 4, 41
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\src\OAuth.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 0, 0, 79, 15, 140
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\src\OAuthTokenProvider.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 45
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\src\PHPMailer.php", "PHP", 2854, 0, 0, 0, 0, 0, 0, 0, 0, 1890, 383, 5127
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\src\POP3.php", "PHP", 181, 0, 0, 0, 0, 0, 0, 0, 0, 234, 53, 468
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\src\SMTP.php", "PHP", 721, 0, 0, 0, 0, 0, 0, 0, 0, 604, 142, 1467
"Total", "-", 9392, 208, 312, 36, 112100, 29476, 525, 239, 8, 37989, 30940, 221225